"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"19579","G06003705018032",60375018032,"20","7"
"19580","G06003705018041",60375018041,"19","7"
"19581","G06003705018042",60375018042,"20","7"
"19582","G06003705019001",60375019001,"15","6"
"19583","G06003705019002",60375019002,"14","5"
"19584","G06003705019003",60375019003,"15","6"
"19585","G06003705019004",60375019004,"16","6"
"19586","G06003705020031",60375020031,"16","6"
"19587","G06003705020032",60375020032,"18","7"
"19588","G06003705020041",60375020041,"18","7"
"19589","G06003705020042",60375020042,"17","6"
"19590","G06003705020051",60375020051,"14","5"
"19591","G06003705020052",60375020052,"16","6"
"19592","G06003705020053",60375020053,"16","6"
"19593","G06003705021001",60375021001,"16","6"
"19594","G06003705021002",60375021002,"16","6"
"19595","G06003705021003",60375021003,"20","7"
"19596","G06003705022001",60375022001,"15","6"
"19597","G06003705022002",60375022002,"15","6"
"19598","G06003705022003",60375022003,"14","5"
"19599","G06003705022004",60375022004,"20","7"
"19600","G06003705023031",60375023031,"18","7"
"19601","G06003705023032",60375023032,"20","7"
"19602","G06003705023033",60375023033,"19","7"
"19603","G06003705023034",60375023034,"18","7"
"19604","G06003705023035",60375023035,"19","7"
"19605","G06003705024011",60375024011,"16","6"
"19606","G06003705024012",60375024012,"17","6"
"19607","G06003705024013",60375024013,"18","7"
"19608","G06003705024021",60375024021,"16","6"
"19609","G06003705024022",60375024022,"16","6"
"19610","G06003705025001",60375025001,"19","7"
"19611","G06003705025002",60375025002,"16","6"
"19612","G06003705026021",60375026021,"22","7"
"19613","G06003705026022",60375026022,"15","6"
"19614","G06003705026023",60375026023,"12","5"
"19615","G06003705026031",60375026031,"14","5"
"19616","G06003705026032",60375026032,"15","6"
"19617","G06003705026041",60375026041,"12","5"
"19618","G06003705026042",60375026042,"13","5"
"19619","G06003705026043",60375026043,"14","5"
"19620","G06003705027001",60375027001,"19","7"
"19621","G06003705027002",60375027002,"17","6"
"19622","G06003705027003",60375027003,"22","7"
"19623","G06003705027004",60375027004,"20","7"
"19624","G06003705028011",60375028011,"18","7"
"19625","G06003705028012",60375028012,"15","6"
"19626","G06003705028013",60375028013,"12","5"
"19627","G06003705028014",60375028014,"16","6"
"19628","G06003705028015",60375028015,"17","6"
"19629","G06003705029011",60375029011,"16","6"
"19630","G06003705029012",60375029012,"15","6"
"19631","G06003705029013",60375029013,"18","7"
"19632","G06003705030001",60375030001,"25","8"
"19633","G06003705030002",60375030002,"16","6"
"19634","G06003705030003",60375030003,"14","5"
"19635","G06003705030004",60375030004,"13","5"
"19636","G06003705031031",60375031031,"15","6"
"19637","G06003705031032",60375031032,"16","6"
"19638","G06003705031033",60375031033,"14","5"
"19639","G06003705031034",60375031034,"12","5"
"19640","G06003705031041",60375031041,"18","7"
"19641","G06003705031051",60375031051,"15","6"
"19642","G06003705031052",60375031052,"14","5"
"19643","G06003705031061",60375031061,"14","5"
"19644","G06003705031062",60375031062,"15","6"
"19645","G06003705031063",60375031063,"15","6"
"19646","G06003705032011",60375032011,"12","5"
"19647","G06003705032012",60375032012,"11","5"
"19648","G06003705032013",60375032013,"11","5"
"19649","G06003705032021",60375032021,"15","6"
"19650","G06003705032022",60375032022,"12","5"
"19651","G06003705032023",60375032023,"17","6"
"19652","G06003705033011",60375033011,"12","5"
"19653","G06003705033012",60375033012,"12","5"
"19654","G06003705033013",60375033013,"11","5"
"19655","G06003705033021",60375033021,"14","5"
"19656","G06003705033022",60375033022,"16","6"
"19657","G06003705033023",60375033023,"15","6"
"19658","G06003705034011",60375034011,"14","5"
"19659","G06003705034012",60375034012,"12","5"
"19660","G06003705034013",60375034013,"11","5"
"19661","G06003705034014",60375034014,"10","4"
"19662","G06003705034015",60375034015,"9","4"
"19663","G06003705034021",60375034021,"12","5"
"19664","G06003705034022",60375034022,"11","5"
"19665","G06003705034023",60375034023,"13","5"
"19666","G06003705035011",60375035011,"15","6"
"19667","G06003705035012",60375035012,"15","6"
"19668","G06003705035013",60375035013,"13","5"
"19669","G06003705035021",60375035021,"13","5"
"19670","G06003705035022",60375035022,"15","6"
"19671","G06003705035023",60375035023,"13","5"
"19672","G06003705036011",60375036011,"11","5"
"19673","G06003705036012",60375036012,"13","5"
"19674","G06003705036013",60375036013,"13","5"
"19675","G06003705036021",60375036021,"6","3"
"19676","G06003705036022",60375036022,"5","3"
"19677","G06003705037011",60375037011,"12","5"
"19678","G06003705037012",60375037012,"14","5"
"19679","G06003705037021",60375037021,"12","5"
"19680","G06003705037022",60375037022,"13","5"
"19681","G06003705037041",60375037041,"6","3"
"19682","G06003705037042",60375037042,"11","5"
"19683","G06003705037051",60375037051,"7","3"
"19684","G06003705037052",60375037052,"7","3"
"19685","G06003705038011",60375038011,"13","5"
"19686","G06003705038012",60375038012,"13","5"
"19687","G06003705038013",60375038013,"14","5"
"19688","G06003705038021",60375038021,"12","5"
"19689","G06003705038022",60375038022,"12","5"
"19690","G06003705038023",60375038023,"15","6"
"19691","G06003705039011",60375039011,"10","4"
"19692","G06003705039012",60375039012,"10","4"
"19693","G06003705039021",60375039021,"12","5"
"19694","G06003705039022",60375039022,"12","5"
"19695","G06003705039023",60375039023,"11","5"
"19696","G06003705039024",60375039024,"PH","PH"
"19697","G06003705040011",60375040011,"15","6"
"19698","G06003705040012",60375040012,"15","6"
"19699","G06003705040013",60375040013,"GQ","GQ"
"19700","G06003705040021",60375040021,"11","5"
"19701","G06003705040022",60375040022,"9","4"
"19702","G06003705040023",60375040023,"10","4"
"19703","G06003705040024",60375040024,"11","5"
"19704","G06003705040025",60375040025,"10","4"
"19705","G06003705041011",60375041011,"16","6"
"19706","G06003705041012",60375041012,"12","5"
"19707","G06003705041013",60375041013,"13","5"
"19708","G06003705042001",60375042001,"17","6"
"19709","G06003705042002",60375042002,"15","6"
"19710","G06003705042003",60375042003,"16","6"
"19711","G06003705300051",60375300051,"8","4"
"19712","G06003705300052",60375300052,"9","4"
"19713","G06003705300061",60375300061,"14","5"
"19714","G06003705300062",60375300062,"11","5"
"19715","G06003705300071",60375300071,"13","5"
"19716","G06003705300072",60375300072,"10","4"
"19717","G06003705300073",60375300073,"11","5"
"19718","G06003705300074",60375300074,"9","4"
"19719","G06003705301011",60375301011,"23","7"
"19720","G06003705301012",60375301012,"23","7"
"19721","G06003705301013",60375301013,"23","7"
"19722","G06003705301014",60375301014,"23","7"
"19723","G06003705301021",60375301021,"17","6"
"19724","G06003705301022",60375301022,"19","7"
"19725","G06003705301023",60375301023,"19","7"
"19726","G06003705301024",60375301024,"19","7"
"19727","G06003705302021",60375302021,"14","5"
"19728","G06003705302022",60375302022,"14","5"
"19729","G06003705302023",60375302023,"15","6"
"19730","G06003705302031",60375302031,"18","7"
"19731","G06003705302032",60375302032,"18","7"
"19732","G06003705302041",60375302041,"16","6"
"19733","G06003705302042",60375302042,"16","6"
"19734","G06003705303011",60375303011,"22","7"
"19735","G06003705303021",60375303021,"18","7"
"19736","G06003705303022",60375303022,"20","7"
"19737","G06003705303023",60375303023,"18","7"
"19738","G06003705303024",60375303024,"29","8"
"19739","G06003705304001",60375304001,"PH","PH"
"19740","G06003705304002",60375304002,"17","6"
"19741","G06003705304003",60375304003,"23","7"
"19742","G06003705305001",60375305001,"17","6"
"19743","G06003705305002",60375305002,"26","8"
"19744","G06003705305003",60375305003,"17","6"
"19745","G06003705306031",60375306031,"16","6"
"19746","G06003705306032",60375306032,"18","7"
"19747","G06003705306033",60375306033,"16","6"
"19748","G06003705307001",60375307001,"18","7"
"19749","G06003705308011",60375308011,"19","7"
"19750","G06003705308012",60375308012,"19","7"
"19751","G06003705308013",60375308013,"16","6"
"19752","G06003705308014",60375308014,"15","6"
"19753","G06003705308021",60375308021,"18","7"
"19754","G06003705308022",60375308022,"18","7"
"19755","G06003705309011",60375309011,"18","7"
"19756","G06003705309012",60375309012,"15","6"
"19757","G06003705309013",60375309013,"17","6"
"19758","G06003705309021",60375309021,"18","7"
"19759","G06003705309022",60375309022,"30","8"
"19760","G06003705310001",60375310001,"18","7"
"19761","G06003705310002",60375310002,"18","7"
"19762","G06003705310003",60375310003,"20","7"
"19763","G06003705311011",60375311011,"18","7"
"19764","G06003705311012",60375311012,"19","7"
"19765","G06003705311013",60375311013,"18","7"
"19766","G06003705311014",60375311014,"19","7"
"19767","G06003705311021",60375311021,"18","7"
"19768","G06003705311022",60375311022,"18","7"
"19769","G06003705312011",60375312011,"20","7"
"19770","G06003705312012",60375312012,"25","8"
"19771","G06003705312021",60375312021,"16","6"
"19772","G06003705312022",60375312022,"17","6"
"19773","G06003705313011",60375313011,"20","7"
"19774","G06003705313012",60375313012,"20","7"
"19775","G06003705313013",60375313013,"20","7"
"19776","G06003705313014",60375313014,"20","7"
"19777","G06003705313021",60375313021,"20","7"
"19778","G06003705313022",60375313022,"17","6"
"19779","G06003705313023",60375313023,"19","7"
"19780","G06003705313024",60375313024,"22","7"
"19781","G06003705315021",60375315021,"28","8"
"19782","G06003705315022",60375315022,"19","7"
"19783","G06003705315031",60375315031,"20","7"
"19784","G06003705315032",60375315032,"15","6"
"19785","G06003705315041",60375315041,"17","6"
"19786","G06003705315042",60375315042,"12","5"
"19787","G06003705316021",60375316021,"28","8"
"19788","G06003705316022",60375316022,"28","8"
"19789","G06003705316023",60375316023,"28","8"
"19790","G06003705316031",60375316031,"14","5"
"19791","G06003705316032",60375316032,"20","7"
"19792","G06003705316041",60375316041,"20","7"
"19793","G06003705316042",60375316042,"24","8"
"19794","G06003705317011",60375317011,"19","7"
"19795","G06003705317012",60375317012,"19","7"
"19796","G06003705317021",60375317021,"16","6"
"19797","G06003705317022",60375317022,"16","6"
"19798","G06003705317023",60375317023,"16","6"
"19799","G06003705318001",60375318001,"16","6"
"19800","G06003705318002",60375318002,"21","7"
"19801","G06003705318003",60375318003,"19","7"
"19802","G06003705319011",60375319011,"20","7"
"19803","G06003705319012",60375319012,"15","6"
"19804","G06003705319013",60375319013,"22","7"
"19805","G06003705319014",60375319014,"26","8"
"19806","G06003705319021",60375319021,"19","7"
"19807","G06003705319022",60375319022,"18","7"
"19808","G06003705319023",60375319023,"25","8"
"19809","G06003705320011",60375320011,"18","7"
"19810","G06003705320012",60375320012,"16","6"
"19811","G06003705320021",60375320021,"24","8"
"19812","G06003705320022",60375320022,"25","8"
"19813","G06003705321011",60375321011,"20","7"
"19814","G06003705321012",60375321012,"20","7"
"19815","G06003705321013",60375321013,"19","7"
"19816","G06003705321021",60375321021,"16","6"
"19817","G06003705321022",60375321022,"16","6"
"19818","G06003705322001",60375322001,"17","6"
"19819","G06003705322002",60375322002,"18","7"
"19820","G06003705322003",60375322003,"18","7"
"19821","G06003705323021",60375323021,"20","7"
"19822","G06003705323022",60375323022,"27","8"
"19823","G06003705323023",60375323023,"26","8"
"19824","G06003705323031",60375323031,"19","7"
"19825","G06003705323032",60375323032,"19","7"
"19826","G06003705323033",60375323033,"11","5"
"19827","G06003705323041",60375323041,"20","7"
"19828","G06003705323042",60375323042,"GQ","GQ"
"19829","G06003705325001",60375325001,"27","8"
"19830","G06003705325002",60375325002,"27","8"
"19831","G06003705325003",60375325003,"24","8"
"19832","G06003705326051",60375326051,"40","9"
"19833","G06003705326052",60375326052,"25","8"
"19834","G06003705326061",60375326061,"25","8"
"19835","G06003705326062",60375326062,"27","8"
"19836","G06003705326063",60375326063,"26","8"
"19837","G06003705326071",60375326071,"23","7"
"19838","G06003705326072",60375326072,"23","7"
"19839","G06003705326073",60375326073,"23","7"
"19840","G06003705326074",60375326074,"23","7"
"19841","G06003705326075",60375326075,"23","7"
"19842","G06003705327001",60375327001,"12","5"
"19843","G06003705327002",60375327002,"13","5"
"19844","G06003705328001",60375328001,"28","8"
"19845","G06003705328002",60375328002,"28","8"
"19846","G06003705329001",60375329001,"14","5"
"19847","G06003705329002",60375329002,"41","9"
"19848","G06003705329003",60375329003,"41","9"
"19849","G06003705330011",60375330011,"29","8"
"19850","G06003705330012",60375330012,"23","7"
"19851","G06003705330021",60375330021,"26","8"
"19852","G06003705330022",60375330022,"32","9"
"19853","G06003705331031",60375331031,"30","8"
"19854","G06003705331032",60375331032,"29","8"
"19855","G06003705331041",60375331041,"32","9"
"19856","G06003705331042",60375331042,"27","8"
"19857","G06003705331051",60375331051,"21","7"
"19858","G06003705331081",60375331081,"20","7"
"19859","G06003705331082",60375331082,"21","7"
"19860","G06003705331083",60375331083,"21","7"
"19861","G06003705332011",60375332011,"25","8"
"19862","G06003705332012",60375332012,"27","8"
"19863","G06003705332041",60375332041,"19","7"
"19864","G06003705332042",60375332042,"22","7"
"19865","G06003705332043",60375332043,"19","7"
"19866","G06003705333001",60375333001,"21","7"
"19867","G06003705333002",60375333002,"19","7"
"19868","G06003705334011",60375334011,"25","8"
"19869","G06003705334012",60375334012,"22","7"
"19870","G06003705334013",60375334013,"25","8"
"19871","G06003705334021",60375334021,"26","8"
"19872","G06003705334022",60375334022,"19","7"
"19873","G06003705334031",60375334031,"18","7"
"19874","G06003705334032",60375334032,"17","6"
"19875","G06003705335011",60375335011,"26","8"
"19876","G06003705335012",60375335012,"22","7"
"19877","G06003705335041",60375335041,"22","7"
"19878","G06003705335042",60375335042,"20","7"
"19879","G06003705335043",60375335043,"24","8"
"19880","G06003705336011",60375336011,"14","5"
"19881","G06003705336012",60375336012,"14","5"
"19882","G06003705336013",60375336013,"14","5"
"19883","G06003705336021",60375336021,"20","7"
"19884","G06003705336022",60375336022,"20","7"
"19885","G06003705336023",60375336023,"22","7"
"19886","G06003705336031",60375336031,"17","6"
"19887","G06003705336032",60375336032,"17","6"
"19888","G06003705336033",60375336033,"19","7"
"19889","G06003705337011",60375337011,"27","8"
